created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:05:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",0.1875,0.23750000000000002,en,1,2.0,british2012,593,2336,,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Bhekisisa_MG', 'name': 'Bhekisisa', 'id': 1288180873, 'id_str': '1288180873', 'indices': [3, 16]}]",Kempton Park
Fri Jun 18 19:06:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-0.125,0.725,en,0,,Kumarsivesh111,165,1513,,[],[],chennai India
Fri Jun 18 19:06:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.7,0.7,en,29,28.0,99GAZI,2744,4993,,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'CoronaVirusSA', 'indices': [80, 94]}]","[{'screen_name': 'HealthZA', 'name': 'Department of Health', 'id': 240605588, 'id_str': '240605588', 'indices': [3, 12]}]","Kimberley, South Africa"
Fri Jun 18 19:06:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.3,0.75,en,0,,mokawooya,18565,19008,,[],[],"Kampala, Uganda"
Fri Jun 18 19:06:52 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.09999999999999999,0.2095238095238095,en,0,,digiphile,232616,1958,,"[{'text': 'COVID19', 'indices': [57, 65]}]","[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [0, 6]}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [7, 16]}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [17, 24]}]","Washington, DC"
Fri Jun 18 19:06:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@benitakolovos Ystrday I heard #ProfessorMaryLouiseMcLaws @UNSW say (I'm paraphrasing) 
""Vaccines in Aust shld B sent 2 Vict as thats wh Covid19 is most prevalent &amp; shld B given to 20 to 39 year old as th most likely to spread. We need a national approach"" 
Apols to Prof for the paraphrasing!",0.5083333333333333,0.7833333333333333,en,21,3.0,peggymel2001,4195,3505,,"[{'text': 'ProfessorMaryLouiseMcLaws', 'indices': [49, 75]}]","[{'screen_name': 'alisonsbread', 'name': 'Alison 😷🇦🇺🐩☯️', 'id': 29969762, 'id_str': '29969762', 'indices': [3, 16]}, {'screen_name': 'benitakolovos', 'name': 'Benita Kolovos 🐯', 'id': 884937436161228800, 'id_str': '884937436161228800', 'indices': [18, 32]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [76, 81]}]",Australia
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.8333333333333333,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.13333333333333333,0.45555555555555555,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.15555555555555559,0.3711111111111111,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.3666666666666667,0.43333333333333335,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:07:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,-0.16666666666666666,0.3333333333333333,en,0,,SABCNews,1948985,579,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],South Africa
Fri Jun 18 19:07:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",3.700743415417188e-17,0.6333333333333334,en,318,154.0,brendanno3,275,580,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",UK
Fri Jun 18 19:07:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.06666666666666667,0.5,en,8,3.0,DevenderBadri,144,522,,[],"[{'screen_name': 'drmssm', 'name': 'mukharjee madivada', 'id': 100713622, 'id_str': '100713622', 'indices': [3, 10]}]","Ramagundam, India"
Fri Jun 18 19:07:08 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.13333333333333333,0.45555555555555555,en,0,1.0,CoronaUpdateBot,1268,2,,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]",
Fri Jun 18 19:07:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.16666666666666666,0.18888888888888888,en,0,,AmuAlan,171,123,,[],[],North Lebanon
Fri Jun 18 19:07:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",3.700743415417188e-17,0.6333333333333334,en,319,155.0,sweetie_tweeter,2799,5000,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 19:07:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.13333333333333333,0.45555555555555555,en,0,,GlobalLiamNixon,3497,2320,,"[{'text': 'COVID19', 'indices': [79, 87]}]",[],"Lethbridge, AB"
Fri Jun 18 19:07:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.06666666666666667,0.5,en,319,156.0,BelGreenwood,273,1172,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 19:07:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.06666666666666667,0.5,en,0,,DataDrivenMD,9523,1179,,[],"[{'screen_name': 'KateSullivanDC', 'name': 'Kate Sullivan', 'id': 241684668, 'id_str': '241684668', 'indices': [0, 15]}, {'screen_name': 'KateBerner46', 'name': 'Kate Berner', 'id': 1351294043100241920, 'id_str': '1351294043100241920', 'indices': [16, 29]}]",#VaccineEquity HQ
Fri Jun 18 19:07:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-0.23645833333333335,0.3375,en,2,3.0,Freedom33453,367,426,,[],"[{'screen_name': 'RutiMeyer', 'name': 'Ruti Meyer', 'id': 828294150, 'id_str': '828294150', 'indices': [3, 13]}]",The Moon
Fri Jun 18 19:07:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",0.1958333333333333,0.2875,en,555,362.0,Jenifer46277051,3460,4110,,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",United Kingdom
Fri Jun 18 19:07:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID19 vaccines are safe and do their job, so don’t worry if you experience any minor side effects, according to @CAPublicHealth. Let’s #GetToImmunity #VaccinateALL58 
https://t.co/ACEibnhacV https://t.co/ekIVKla3Xp",0.13333333333333333,0.45555555555555555,en,1,2.0,UCSDSkaggsSOP,698,375,,"[{'text': 'COVID19', 'indices': [17, 25]}]","[{'screen_name': 'UofCAHealth', 'name': 'University of California Health', 'id': 1188993986465157120, 'id_str': '1188993986465157120', 'indices': [3, 15]}]","La Jolla, San Diego"
Fri Jun 18 19:07:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.09999999999999999,0.2095238095238095,en,0,,reshmagar,1707,1926,,[],"[{'screen_name': 'shailajateacher', 'name': 'Shailaja Teacher', 'id': 2780361002, 'id_str': '2780361002', 'indices': [20, 36]}, {'screen_name': 'vijayanpinarayi', 'name': 'Pinarayi Vijayan', 'id': 2707179805, 'id_str': '2707179805', 'indices': [46, 62]}]","New Haven, CT, United States"
Fri Jun 18 19:07:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@CalgaryStampede🐎requires #COVID19 vaccines for rodeo competitors, the first major sporting event in Canada to mandate #vaccination, by @CarrieTait https://t.co/XBrDf2yepn via @globeandmail #Stampede2021",0.5083333333333333,0.7833333333333333,en,21,8.0,inkscrblr,21422,24420,,"[{'text': 'COVID19', 'indices': [47, 55]}]","[{'screen_name': 'picardonhealth', 'name': 'André Picard', 'id': 252794509, 'id_str': '252794509', 'indices': [3, 18]}, {'screen_name': 'calgarystampede', 'name': 'Calgary Stampede', 'id': 16788919, 'id_str': '16788919', 'indices': [21, 37]}]",Canada
Fri Jun 18 19:08:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4/ The latest @IMF scheme for ""equity"" in access to #COVID19 #vaccines offers cash to purchase --- but despite cash, countries can't get European, Chinese and US manufacturers to sell. Meanwhile, where is recovery $ for devastated economies of southern hemisphere? https://t.co/VOqgDE25u1",0.3,0.4,en,87,48.0,luciabrawley,2305,1976,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'vaccines', 'indices': [81, 90]}]","[{'screen_name': 'Laurie_Garrett', 'name': 'Laurie Garrett', 'id': 299273962, 'id_str': '299273962', 'indices': [3, 18]}, {'screen_name': 'imf', 'name': 'Ian McFarland', 'id': 1260941, 'id_str': '1260941', 'indices': [34, 38]}]",
Fri Jun 18 19:08:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5083333333333333,0.7833333333333333,en,431,177.0,homelandlove,1147,1155,,"[{'text': 'COVID19', 'indices': [64, 72]}]","[{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [3, 13]}]",
Fri Jun 18 19:08:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Getting #COVID19 vaccines help:
🦠 slow the spread of the pandemic
👥👥 protect our loved ones &amp; communities.

#OnlyTogether can we overcome this crisis— by sharing the vaccine fairly around the world. https://t.co/SVtXYeh42c https://t.co/EmPp2X1s7N",0.27999999999999997,0.6849999999999999,en,162,60.0,benbel9acem,47,212,,"[{'text': 'COVID19', 'indices': [16, 24]}, {'text': 'OnlyTogether', 'indices': [120, 133]}]","[{'screen_name': 'UN', 'name': 'United Nations', 'id': 14159148, 'id_str': '14159148', 'indices': [3, 6]}]",Planet Earth
Fri Jun 18 19:08:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,20,1.0,SandriGiulia,1672,2219,,[],"[{'screen_name': 'giorgiogilestro', 'name': 'Giorgio Gilestro', 'id': 35093547, 'id_str': '35093547', 'indices': [3, 19]}]",
Fri Jun 18 19:08:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.1958333333333333,0.2875,en,197,42.0,melodiemcclure,419,2131,,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]","Stratford, Ontario"
Fri Jun 18 19:08:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",0.5,0.5,en,19,3.0,mrdaytrades,24,68,,"[{'text': 'COVID19', 'indices': [88, 96]}]","[{'screen_name': 'Vaxart', 'name': 'Vaxart', 'id': 1350111630307299331, 'id_str': '1350111630307299331', 'indices': [3, 10]}, {'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [25, 34]}]",USA
Fri Jun 18 19:08:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3/...#COVID19 recovery, but promised Africa only $27/person. One top African officials said today to us, ""Rich countries are hording vaccines &amp; hording cheap cash. This is not global order, it is hording.""
No justice.
No equity.
No survival? https://t.co/rdZc1Ucmku",0.09375,0.28125,en,156,90.0,luciabrawley,2305,1976,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'Laurie_Garrett', 'name': 'Laurie Garrett', 'id': 299273962, 'id_str': '299273962', 'indices': [3, 18]}]",
Fri Jun 18 19:08:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.3,0.5222222222222223,en,3,2.0,mamocha1,651,3078,,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]","Joburg, SA "
Fri Jun 18 19:08:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",0.25,0.3333333333333333,en,2,2.0,AustinLouis5,823,3008,,"[{'text': 'FridayVaccineFacts', 'indices': [12, 31]}, {'text': 'BringingSummerBack', 'indices': [41, 60]}]","[{'screen_name': 'ncdhhs', 'name': 'NCDHHS', 'id': 1667792120, 'id_str': '1667792120', 'indices': [3, 10]}]","Cambridge,Oh"
Fri Jun 18 19:08:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.25,0.41111111111111115,en,0,,360CNN,4206,4993,,"[{'text': 'Covid19', 'indices': [4, 12]}]","[{'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': 2836421, 'id_str': '2836421', 'indices': [39, 45]}, {'screen_name': 'WhiteHouse', 'name': 'The White House', 'id': 1323730225067339784, 'id_str': '1323730225067339784', 'indices': [68, 79]}]","West Coast, USA"
Fri Jun 18 19:08:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,0.06666666666666667,0.5,en,416,128.0,lmoon79,1634,4785,,[],"[{'screen_name': 'migovernment', 'name': 'Michigan.gov', 'id': 16780392, 'id_str': '16780392', 'indices': [3, 16]}, {'screen_name': 'GovWhitmer', 'name': 'Governor Gretchen Whitmer', 'id': 102071743, 'id_str': '102071743', 'indices': [19, 30]}]",Michigan
Fri Jun 18 19:08:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",0.3,0.7222222222222222,en,105,67.0,BELLYLAUGHTER2,65,160,,[],"[{'screen_name': 'benphillips76', 'name': 'Ben Phillips', 'id': 172325520, 'id_str': '172325520', 'indices': [3, 17]}]",
Fri Jun 18 19:08:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",0.15555555555555559,0.3711111111111111,en,22,18.0,mayo4u,1444,1962,,[],"[{'screen_name': 'itranslate123', 'name': 'Refaat🇵🇸', 'id': 1267418873177034753, 'id_str': '1267418873177034753', 'indices': [3, 17]}, {'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [19, 29]}]",
Fri Jun 18 19:08:44 +0000 2021,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>",,0.3125,0.3333333333333333,en,138,93.0,ryanfromohio,891,1518,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",South Clintonville
